Size,Weight,Sweetness,Softness,HarvestTime,Ripeness,Acidity,Peel Thickness,Banana Density,Quality
1.0652286,-1.4914633,-3.3607628,-0.26593408,1.0017486,-1.0386384,-1.4136446,0.5900760647976254,77472.84548254192,1
-4.893459,1.3926622,2.6280494,-1.0590148,-0.9889827,1.0247469,2.8497162,0.029119983839711372,63376.346395632674,1
0.35051465,-0.70003796,-0.9567517,6.78994,3.2686648,2.991364,-0.34473813,0.12369990396221131,7832.6325465726095,1
-0.1273399,-1.7530211,-1.6193523,1.4113694,3.3784068,-4.6698956,1.3680593,0.4412831592199655,97022.62517176926,0
3.1306944,-0.20624103,-2.8304317,-1.3564178,4.5710573,-2.1190033,2.5163648,0.4071245341880785,45726.281581622134,1
-3.8663182,0.5245803,-2.5357704,1.9886509,1.3958521,0.8470937,3.1426227,0.7663292909146727,34503.45161635369,0
1.1664089,-1.5653547,-1.2294447,1.2406099,-0.079559125,1.742132,-3.2140062,0.6474031279907879,27656.00583994353,1
-0.8128113,1.8557526,-2.0145888,0.33095667,-1.682458,0.85906255,-3.5822797,0.7161495247364897,77154.48359176001,0
-0.95766306,-4.336032,0.65519315,2.4570138,-2.2339435,3.5270667,-7.060673,0.10772110328078177,49635.17048531366,1
-0.3443163,-2.067179,-1.4429367,2.7498083,1.8667345,1.709073,-2.0608366,0.9818286957134452,4160.539691983584,1
-4.531294,-1.1800406,-0.09328853,-1.8452915,-1.7575021,0.27964196,-0.5044668,0.6962479314589562,99358.67206679693,0
-2.8955133,1.455222,1.8685764,-2.1015747,-2.5499566,2.4711156,1.7001666,0.30383685346299827,73430.16087984906,1
-0.57932436,2.1862595,1.9695919,-1.5876627,-1.3178266,2.14383,2.0835464,0.815655856595201,96830.9224066058,1
3.189199,-2.1177459,0.23376466,2.2963636,4.3334184,0.09253178,0.2969396,0.40218650639921527,76110.4139142137,1
0.2627314,2.6595237,1.1131492,-0.8786074,-2.267206,-0.80679774,-1.4490931,0.3252526139045233,91896.30835645557,1
-3.227308,1.9411013,4.194843,1.4900475,-1.4610658,-2.842409,1.2916662,0.8905608672383667,44714.688017938555,1
-1.5914304,-3.763181,-1.7209071,1.7537274,-1.8449935,-1.51439,0.24315651,0.2751803916109149,18075.752133296537,0
-1.107021,-3.5192084,-1.0365342,-1.440791,-3.10586,0.1932158,-0.7297267,0.47194967432138646,19636.491419167953,0
-0.5479698,-3.8049083,0.43633798,-0.843325,0.5787022,3.431829,-0.07109606,0.7488743225634117,19792.974010639933,0
0.82117844,-1.6191887,-1.7055963,1.0682691,2.0873454,1.5206244,-1.4474312,0.985716171290238,89736.57324573013,1
0.95922047,-1.8747836,-2.5817807,-2.4289925,-2.1198175,2.4369624,0.34295934,0.2307825669519219,91126.97256864728,0
-1.9743491,-1.8873249,-0.100303836,1.9061466,-0.98888403,2.800088,-4.454983,0.3077592051083956,89078.71157408353,0
-0.7113528,3.4184282,1.4862143,-0.046834745,-0.9514528,0.57580787,2.262162,0.029365154005587812,90393.39244507175,1
-5.0632133,0.35674894,0.100063406,-1.9392022,-3.320735,0.014901226,-2.1923363,0.6525401304690996,33573.49264422314,1
2.2740295,2.25471,-5.260805,3.1445727,3.4784002,-2.8934448,3.4164443,0.3136854531615412,18898.69359612498,1
-5.4971275,1.2571354,0.27719796,2.0898273,-0.6927937,1.473646,2.6589942,0.5997442328065806,5717.600925705634,0
2.4302819,-2.3418608,-1.3770009,3.165071,-0.7028287,0.35242656,-2.5335267,0.13594100750144167,48178.85928161042,1
-3.5651379,0.40190014,4.8642673,-0.20584215,-3.0667074,0.51425046,0.72878045,0.18984262269087937,7422.971483367663,1
-1.4131353,1.4699768,-3.5599277,-3.7179809,-1.450848,0.43770722,-1.087906,0.824126931805114,48066.88205037075,0
1.9634706,-1.6203378,-1.8919814,0.19251391,3.2083862,0.67709684,1.1473714,0.8387707548828871,11623.455619989842,1
-2.7288618,-2.1173391,-3.2262106,-0.8182588,0.19350377,2.914193,-4.1139717,0.2690981748300002,21773.41952839377,0
-0.14465788,2.7073917,-3.517308,1.0342741,-0.19900182,-2.6407037,4.915263,0.8793478860995289,64885.04174319841,0
-0.61284137,-2.476508,-1.3560452,1.9361403,-0.47519717,3.1564517,-3.6947153,0.3287140914014244,58666.747298737006,1
0.43781617,-3.0583527,-2.0287411,-3.6489162,0.7807889,2.1672735,0.37724867,0.12490682065689307,7710.788087928871,0
-1.9665711,1.5298653,-2.0159502,-2.6896744,-1.4404199,4.180113,0.84139043,0.9393201640187347,26717.933398123114,1
-0.49196053,-0.08156136,-1.7208084,-1.9395477,1.0792645,0.69644594,-3.9851923,0.30133827410762903,13346.485652841846,0
-0.41385555,1.1080287,1.4472528,-1.5561264,0.205708,2.8806787,1.9790969,0.05253991766740096,79014.63711637552,1
0.73468876,-2.695596,0.44801638,3.8331,3.1649435,1.8509841,-2.145224,0.9028400092397943,6510.344085417838,1
-0.8599176,2.6145046,2.0937696,-0.8541127,-1.2890095,2.9017751,0.3843223,0.6303044575247495,41108.80580086232,1
0.35959157,-2.7965126,-0.679954,0.0011979952,3.7146533,0.38016316,-1.0556363,0.41349337270971687,86932.03459567104,1
-3.00474,-2.1411405,-0.18184535,-3.0895774,-3.4791164,-0.60124,1.5153202,0.3671241279886611,8439.186409893826,0
-4.386201,-0.30103776,-2.29369,-0.4735444,-3.0334625,1.4794128,-2.1089115,0.29943238711365494,27113.735576110746,0
2.1531856,1.5166919,-4.0180674,1.6280767,1.4515065,-0.22366244,-0.017780801,0.45259168669838234,92702.32966072022,1
-2.100885,-0.15444757,-0.56951416,1.6382035,-2.6155593,0.5457143,1.3756622,0.8371823543694725,27080.490414623706,0
-1.971055,-2.601244,-0.32647243,-1.6203016,-1.2170671,2.213833,0.17810391,0.8831226570323912,57427.91380563333,0
-3.4697917,-0.8913012,-2.1315472,-1.8484304,0.8872437,0.01646737,-4.053726,0.679490090032495,47901.443979727825,0
1.0836694,-1.3297471,-1.5310853,-0.12152589,1.678822,0.9666958,-1.981874,0.3316759632956374,51904.71857616577,1
-2.4766183,1.7471075,1.8529271,-4.0405116,-1.4848033,2.1128483,0.49364185,0.10601497943702864,85620.72542521363,1
-1.4896973,2.0647204,0.1970515,-0.5455197,-1.3411431,0.73979765,3.1511598,0.051148072443670034,7762.191795133367,1
-0.37601712,-2.154411,-1.8663204,1.3180789,-2.0541053,-3.0604873,0.7238056,0.45686920897079364,64123.46359945317,0
3.668756,-1.9530299,0.6802063,2.3442967,1.9698415,2.1654348,-1.801132,0.1556095664606688,21995.670833850767,1
-0.8637754,1.2897,3.2848856,-1.3231639,-0.53622246,2.7008991,3.299594,0.4914452208774506,34990.717864639555,1
-0.53156626,1.3914021,2.3909762,-0.5889632,-1.1534376,-0.15428188,-0.855838,0.43380673109449674,34394.16886662615,1
-2.9105673,0.21194375,-1.7006556,0.620018,0.18713191,-0.3722319,4.458701,0.8410598473037749,48787.38703206217,0
-0.49861172,-1.5744668,-1.5904438,1.27027,-1.0517774,-4.1908975,1.9577082,0.16421170196150348,1738.281356846222,0
-3.3146796,1.9279593,0.14558806,-1.3515164,-3.1387155,1.4617594,-0.13150084,0.6843979192324716,29813.03765362005,1
-1.4597558,-2.1232033,-1.6204531,0.42667356,0.7600868,3.0292664,-1.2398953,0.8855780276109867,77672.47523717413,1
0.8118361,-0.5383129,-1.4994804,3.8317587,0.36675125,-0.023377271,-2.7094023,0.5181620381120379,68494.91101365937,1
1.0793177,-0.86543936,-2.2768335,2.3891492,1.953619,-2.1176062,1.1309481,0.11401661524484197,93881.86800966694,1
-1.9706923,1.5244393,2.0475407,-1.8308415,-0.8505483,3.97961,2.9868994,0.2071705219876978,32978.99649513714,1
-0.9781203,1.7788073,1.6681484,-1.1350375,-1.617357,0.89989406,2.2988765,0.9783274281177251,70596.57081228952,1
-2.5441298,-2.1339426,-0.9706154,1.671734,-1.1233804,-1.709774,1.5246596,0.2883563811005665,8216.806360827286,0
-1.3725421,1.638202,0.34246957,-0.61439484,-2.2516894,-0.05701347,-0.78884846,0.036242625994856614,39661.55871207466,1
0.69842106,-0.14598203,-1.9147596,0.3862812,3.658531,0.17755488,1.077153,0.6422855275128716,96413.6981574656,1
-4.570134,-0.21313697,-0.96671027,-0.3207903,-4.3264303,0.17721123,-2.6346688,0.17137338838704097,22934.535249479854,0
3.286235,-0.9695395,-0.76372445,3.2058492,-0.5023679,1.4488963,-3.359148,0.009616998279784683,67842.53641519783,1
-3.4361103,0.6960718,-1.0115359,-2.195608,-1.9906095,1.8896211,1.269907,0.4583238230099025,64899.94554079525,1
-0.5107644,-1.4089758,-1.4620959,4.753737,0.6975536,2.1483853,-3.14824,0.4816195484053435,28673.317855358928,1
-1.2406281,0.4071072,-2.220554,-3.3592172,-0.33222127,-1.0653323,-1.9587626,0.947912661504413,62933.54113644775,0
2.220853,-1.1411417,-0.9911101,1.7690258,3.4304607,0.36776802,-0.04477025,0.80681511358536,90350.09373712308,1
-2.5179565,-0.42039445,-0.6018528,-0.34268296,-2.5108082,1.4021733,-1.6872765,0.4536788128243212,33108.85723911206,0
-0.16554725,-0.54985327,-1.636845,1.2133232,-0.035547704,-3.1079757,2.7720668,0.6466253380888036,23659.734280356133,0
-0.69903076,-2.8121333,-1.9049181,-4.8310056,0.528486,0.61760527,-0.008348319,0.11937183659709216,75032.75052488262,0
-0.81003183,4.232853,3.727198,0.5244356,-0.50883186,-0.4960806,2.6394098,0.9945731475436045,29638.473007015036,1
-1.3064482,1.2213271,-0.2721367,-2.1779032,-0.85562795,1.6370562,0.64137566,0.36795986049929763,37211.36584947745,1
-1.230858,2.0557868,-0.65085864,-1.9434692,0.3052706,2.2932816,4.033556,0.3269061428722537,9803.949292807363,1
1.0315492,-1.8407054,-2.010335,2.4687684,1.0464995,0.81843513,-2.7592397,0.3513798587312228,59452.56424928365,1
-1.7849795,-2.7589958,-0.3479991,1.570731,-1.5543855,-2.6352198,0.37620917,0.6761164484347514,89803.19244968868,0
-0.40946102,-0.1650517,-4.5596633,-6.9593196,-0.11586231,-1.2353182,0.35874572,0.9045737370615443,64651.96742133137,0
-2.958446,-0.81312,-0.9486411,-0.25764185,-1.623621,0.34050858,-2.4740138,0.13737602384965608,16748.779033942246,0
1.6722581,2.3484297,4.73313,0.8191253,-1.82893,-1.4313301,1.9627938,0.2695465687655423,28589.224142827534,1
-3.1127918,-0.61581737,-1.7381806,1.8045309,-2.1278439,-0.1613983,2.5007956,0.4158871981470261,93778.50955867306,0
-1.0111386,-1.5899317,0.2193711,-1.3529682,-3.088757,0.9379896,-0.21508828,0.7395607187088703,47113.25282070164,0
-0.2267706,-1.8597995,-0.87498146,1.5870117,-2.2747884,-1.0503215,0.07150574,0.33326312069036135,69950.51406088514,0
1.7343177,1.1275126,-1.9724435,0.53635806,0.3204701,-2.2321043,3.1033602,0.7796880560670241,73319.87229290363,0
-2.6297681,-0.4929661,-0.45457914,1.3094425,-2.9746275,0.9185957,2.4496584,0.939560522300552,44299.51580745026,0
-2.8195653,3.064811,-1.0381027,-2.9155157,-2.311728,3.9349577,1.8806592,0.7307713288857781,64000.66780884014,1
-1.7949703,-0.33277142,-0.20859173,-1.8426354,-3.0331478,-0.38959366,-0.97513413,0.12917531740535282,7427.237203575274,0
-1.441308,-1.4165988,-0.8839034,-1.0856347,1.0641854,2.7325335,-1.6786851,0.4838397545316734,91959.31627331435,0
-0.28677976,1.9417955,0.51415247,-2.711387,-0.068004616,3.3453844,3.795982,0.546937013920283,93416.7985340171,1
-2.5384226,1.7914737,2.680145,-1.4019203,-0.8253697,1.0765458,2.6259696,0.8627474534803806,38225.629891311066,1
-3.4775324,2.6045787,0.77845174,-0.6509518,-2.7348258,0.23361057,1.0608063,0.978663871731519,48780.17140833139,1
-2.944634,0.40427187,-0.37827924,0.8745246,-0.07572238,-1.6747372,4.0409083,0.6005844775539273,61856.577866497006,0
1.227728,-4.4092827,-3.0764823,1.6493068,-0.23202632,-4.786283,-0.9274846,0.08613280811579282,92650.9279407037,0
0.75332433,0.14753234,-4.386637,0.90217066,0.45001075,-0.19862354,0.30467477,0.12192016027007402,39334.66380147546,1
-3.3820915,0.9230121,2.826148,-1.1622357,-2.547049,1.6772186,1.2634495,0.9767507293848612,44295.288431776215,1
-2.0961835,-2.7872255,-1.8716065,1.4715402,-1.7783767,-1.1089661,1.14518,0.368021820175905,10927.819577843427,0
0.21804102,0.3905618,0.13130553,-2.6623852,-0.42489588,2.2608705,4.1936707,0.5648944349450168,35457.95305489374,1
-3.4448113,3.5965226,-0.12307195,-0.7376174,-1.5660402,0.9695114,1.2441857,0.148060975398163,32631.701775065972,1
-0.6519669,-0.8113587,-0.18829621,2.365014,-0.98702127,-2.4228044,-0.32645905,0.9825799425691166,39386.021952822135,0
-1.091517,-1.9914407,-2.2395773,-0.71216977,3.299952,4.0344253,1.3129857,0.01399735383676215,70755.91861009329,1
2.0888338,1.4632862,-3.9370217,-4.6748624,1.3972096,1.0426934,-1.714824,0.45029115658067853,81904.90652654102,0
-2.3263862,2.163132,0.6287941,-3.0603411,-1.1020745,3.0779798,0.97220534,0.47191021459602833,61859.89546821553,1
-4.610564,-0.5061137,-1.3780845,-0.75831425,-2.3699179,-0.3974558,-2.5827563,0.3156007650638971,468.3397820205173,0
0.8146293,-0.4700923,-2.8369532,-1.0165999,0.0632006,1.1661316,-2.7657866,0.38250252204513524,3583.3748446020927,0
3.4123023,-1.3172371,0.6227582,3.5509422,0.014549264,5.410439,-4.0979915,0.4303659015612008,24825.561230259304,1
-2.3557632,1.0109509,-1.437248,-4.717896,-1.6858432,1.4183009,-2.7951524,0.025890278149083068,44942.9067706028,1
0.9920637,-4.0644107,-2.5935073,0.42752925,-1.9676324,-1.8516679,0.80426466,0.7212534545128194,3982.2648352808355,0
0.61708355,-1.2806346,0.06298911,4.4223533,2.175142,2.986354,-1.123864,0.05120459825816881,98020.17875874309,1
-3.3361368,-1.1009618,-1.1455015,-3.21674,-5.144586,-1.4329451,1.737276,0.43728123283055664,21574.242222527588,0
-1.8321095,-3.1108365,-2.0680032,0.90502304,-2.8319633,-1.5101367,2.0683374,0.4183282117564606,48884.319021573196,0
-1.6772848,-0.25813958,-2.1619523,2.6685479,0.41260993,-4.9540854,0.9695391,0.9112433747720888,23008.43204761562,0
1.3751795,-2.6554263,-1.887328,0.5603793,0.05327166,3.0708532,-2.4623973,0.8566383277206847,62570.21045693837,1
0.71457183,-2.7519033,-0.7724108,2.1512988,0.7309432,1.8828306,-3.3020158,0.7360588568655476,43635.10790632144,1
4.552346,0.80463696,-2.228617,1.3224847,0.8638599,0.36698171,1.2063856,0.6747688317106302,86821.8605426558,1
1.492815,-0.9247808,-3.435483,2.1804905,1.5304908,-1.1220384,-0.30359703,0.39370060403632035,82432.1298531314,1
1.77445,-4.5883446,-1.0228146,1.0092943,-0.12968531,6.625295,-1.0999885,0.845468039960815,47152.00393953421,0
0.6497055,-3.5805185,0.35219467,1.0587877,0.8341126,3.2435977,-3.7923365,0.5986102100166062,91123.13717187184,1
-2.0499876,0.64103293,1.5491631,-0.06680992,-0.9943361,-0.57300824,2.1481144,0.1262665844193983,42561.10560048695,1
1.73478,-0.027416296,1.0011665,1.8609102,-0.7642713,2.4447472,-2.3167286,0.4174860726509425,65933.66259214633,0
-3.374748,1.4139378,-1.392122,-2.890352,-2.1855927,3.1191027,-2.668132,0.0033774311141161473,74173.29447256381,1
-0.10219078,-2.8580747,-0.32602012,2.021309,-0.75718874,3.292192,-6.519843,0.5532199299074484,81334.06798429876,1
2.0357056,-3.2967844,-1.8050025,0.046212725,2.7401803,5.0070486,-3.96885,0.9912463753476771,14616.234901044712,0
0.9163413,-0.8275161,-2.9295535,0.25008565,2.074418,-3.1455076,3.3074832,0.0593265227982237,21926.20293329553,0
-2.1819506,2.958801,-1.2633318,-2.1786664,-0.34276798,1.9546365,1.3270049,0.8884721999381817,14145.313840440036,1
-0.09006787,-2.0142915,-2.9833858,1.6113636,-0.7747451,-1.9549927,0.41207102,0.0023965743367311276,71625.07494082107,0
1.0542278,-1.0839931,-0.7184624,3.3830364,1.5135843,2.3469715,-0.99747336,0.8977396192612166,37512.86492990312,1
-1.2548186,-1.995927,-0.6260687,1.4244124,3.5179136,1.2168366,-2.2723076,0.14986316970485625,46759.81413865002,1
-3.6356986,-1.3281515,0.458129,3.0671299,-3.6591792,-0.11532304,-0.25850457,0.646521958801385,30927.24887745035,0
-2.6125364,-2.4485111,-1.7409478,-3.7077303,-1.1644317,1.1385387,0.1094483,0.16388403390656636,34464.31909808384,0
0.11972724,-0.7354108,-3.5850546,0.33311448,-1.1249862,-1.7397656,3.9124632,0.3179636863471432,52788.95499615528,0
-2.1747785,-3.4772272,-4.4579897,-3.1493468,-0.5777958,2.8933458,-0.92399377,0.23678834491857792,20487.36250837553,0
-0.4613657,-1.943826,1.0713028,5.6210365,0.44258812,4.471829,-4.0052986,0.6471444291976485,65396.01891430169,1
-0.7282339,-0.49486396,-2.5302765,0.8044683,-3.0518444,1.431769,2.509084,0.343079841539213,87605.27192443286,0
-2.5170245,-2.897966,-0.8180381,-3.1267147,-3.855116,0.75163865,1.0174695,0.33167591813489294,18802.292801427055,0
-2.306727,0.2147376,-1.349218,-2.7288134,-3.1848447,-1.7166673,-1.012907,0.3622789535108497,25890.890033125605,0
2.719147,-1.3390567,-3.3399587,0.23394087,3.1870124,-1.25811,1.4517537,0.4132531113389325,21423.275512878805,1
-1.7982816,-1.5346446,-0.13643888,-0.50943154,-2.1274858,0.49359965,-1.3104272,0.7634473379470343,94418.69681438351,0
-3.3013875,1.8586522,-1.9605054,1.7406721,-7.0458694,0.12938909,-3.3539376,0.652532355722374,81529.05468836855,0
1.9627445,-1.402104,-2.2098007,1.6469673,1.1005706,1.7047154,-1.9981065,0.9438360692402953,66387.69626771445,1
-3.05256,-0.10771208,-1.42024,1.9759101,-3.3551347,1.6715007,1.430618,0.054224179155910934,6700.386077476075,0
-3.9651575,0.43198353,1.150413,-2.2626958,-3.4865606,1.4481925,-0.612869,0.3411031827642387,74626.02828681665,1
-1.4276749,0.037271313,2.722092,-1.3935192,0.008009618,0.5322043,4.4800453,0.46761171649559863,95034.1046166127,1
1.2105513,-7.103426,-2.3483398,1.3767143,-4.27228,-3.2243254,-2.481032,0.7170944013231029,24722.422379681266,0
-3.684693,0.776011,-1.9558283,1.4603008,0.5087795,-0.5843048,4.847811,0.7719366634435545,99052.5507036988,0
-1.0049782,-1.4413381,-5.3508987,-1.9380144,0.57903767,4.0558305,-3.9363005,0.18655159003084554,62111.74534448558,0
-1.9884815,1.5587461,3.250853,-0.12945288,-2.6474745,1.8604434,1.6222485,0.49089315139790657,72042.89525305506,1
-3.0771027,-3.0631788,-0.85263675,2.9086626,-1.6575536,-0.21550873,-1.5898677,0.2769792908882539,43039.23439713312,0
-2.3110077,2.7042675,3.2209895,0.39259285,-0.5427108,0.42320064,2.3438647,0.6355245219634041,92025.906682194,1
0.40101057,-3.584798,1.0583744,-1.786167,0.27314907,1.2959565,0.24023478,0.012512038571908746,20666.11281921776,0
1.9219301,-1.9299176,-1.7358097,1.8270311,0.2112583,2.849321,-2.2751908,0.45496055985348527,33670.12013285881,1
-3.4739726,-4.5965323,-2.4546008,1.7965264,-3.7211812,-1.588998,0.6221983,0.06632640283599334,79192.07076207676,0
5.268233,-1.003564,-2.6742692,-1.657064,1.8847642,-0.7754608,2.1314044,0.6229604768760217,8382.62735682673,1
-1.4735998,1.9593885,-0.4068864,-2.6239054,-0.6305173,5.8444295,2.889394,0.09030872217469776,87111.27598280596,1
-3.0034866,-3.0422058,0.0945518,2.1753893,-1.0314337,-1.2471579,-0.66113544,0.40681714573604977,57240.79944493684,0
0.23661721,-0.66667134,-1.9287816,2.2265139,1.8453078,-0.07121001,-1.0961138,0.22890792627816015,21621.791147887707,1
-1.3375384,0.3612757,1.9545946,-1.5617878,-0.49948457,0.9843363,2.4536602,0.7556045457729443,45125.37245757302,1
-1.4225199,0.4813834,1.5385499,-3.061347,-1.1739073,2.127136,-0.32277668,0.2769357484901591,2852.408623919072,1
-0.11358098,-2.5197608,-2.9113119,-3.8825765,2.5330236,1.3709749,-2.0997832,0.7919343009389029,55051.407883987566,0
-4.5133343,2.0295038,2.746812,-0.30672687,-2.6931508,1.0727447,2.5838566,0.24978965480696358,24282.832317760025,1
2.4968204,-3.5258822,0.6421134,2.9834163,0.75439763,5.511713,-4.143607,0.6933899548571204,29628.382274767104,1
-0.32061923,0.6436085,0.56248397,1.7548856,1.7876762,-2.2712286,1.2139478,0.6696267921625189,56756.05430093729,0
-3.6012387,1.5639203,-0.26774937,-3.4087646,-1.9166324,1.4209232,0.3398494,0.5841929385911504,71560.51842930626,1
-2.9375818,-0.2864286,1.2929035,-3.587841,-1.6678175,4.253275,3.2224014,0.8243495443538511,1646.115435716477,1
-1.2464763,-0.552323,0.6696401,-4.2822633,0.020947367,3.931175,1.280973,0.741834749977582,69053.8413514698,1
-1.541187,-0.58146906,-1.9077603,0.52002746,1.0693072,-2.7220988,3.63659,0.5093972034682488,68180.91214014472,0
-0.728773,-1.7803069,-1.2691795,-0.6134155,-2.283515,1.9187268,-1.7845513,0.19582405845396833,43973.72466720751,0
-0.58539826,0.12058149,-2.0566967,1.7817527,-0.3734759,-1.261676,1.808379,0.5446363638882368,7861.381828962374,0
-1.2889322,-2.2598443,-2.4660587,-2.8606768,0.22427008,3.0124722,-0.7350957,0.8359688284558259,49797.39007642655,0
2.871681,-1.482003,-1.5095811,3.0342424,1.4997326,-0.29482174,-3.5067897,0.3544672150505904,86727.11833010193,1
-1.5787909,-1.1859401,0.47609535,2.2650762,-0.104994856,3.464628,-3.4785433,0.05539125178827142,3682.805698518998,0
1.5234786,-1.2627811,1.639877,4.295857,2.3441575,1.6383283,-3.2242258,0.21525272527220374,41154.301234437844,1
-1.1410544,2.0199943,0.6915231,-2.7533097,0.6696238,4.827208,0.632535,0.7407213952795446,76548.92894316393,1
-2.850899,-0.043124795,-2.120303,1.5425379,-2.0024986,0.1731766,3.0460756,0.840073175223268,93623.7187673799,0
0.49318448,-1.5918756,-2.3829544,1.1258519,-1.2706653,3.1372614,-3.6902926,0.9184413990513252,23958.205669060677,0
-1.9721427,-2.5911727,-1.4992024,1.5027857,0.86388326,4.494783,-2.8739984,0.6058240891665708,73740.72413786719,1
0.036029328,-0.66346323,-2.2466538,2.6360946,-0.25155303,1.2625723,-3.3782449,0.29943799727453135,23576.795477031123,1
-2.1954226,0.39646712,1.7404598,-1.7371589,-1.9057577,2.5148852,0.8997075,0.7187331564077275,65166.77315007411,1
2.0441134,-3.7385216,-2.2908,-0.0034369084,-2.1024191,-1.3286507,0.9897968,0.43173751765502355,18438.470310652545,0
-0.66388524,-3.6234603,-3.973275,-3.449674,-1.5040383,3.0948439,-0.104968995,0.895875050307682,82385.24375122899,0
-0.069300205,0.9352564,-2.3856626,0.8955466,-0.36156875,-1.1778738,3.6412592,0.5936997466128372,30922.91214454322,0
-1.1259096,0.8935483,1.1012583,-1.9804472,-1.5761524,2.1995323,2.5935922,0.424174419771148,24957.754708812914,1
0.725333,-1.824753,-1.1696942,-0.07120191,1.6043104,2.4788134,-3.4970598,0.8127786155115272,55274.70703140855,0
-1.6019448,2.1948483,3.3700202,-0.5137768,-3.2292826,0.040142987,1.1563888,0.18108924807150217,24201.763608618287,1
-0.5444343,-5.668741,-3.414235,1.9923891,-3.8157125,-1.9623543,-1.7811997,0.4848712068670058,67478.64467557559,0
2.9878385,-0.6648277,-1.8379803,0.81563336,-0.121713206,1.2308013,-0.8428491,0.07116181350368012,50453.67923050203,1
3.2131622,-0.058825478,-2.526598,-1.5931349,3.028971,3.0093462,-4.012092,0.7124795209808927,90259.20478066924,0
-2.9311428,-2.421878,-1.1337827,1.8045756,-2.4579678,4.110623,-2.8039865,0.9139462659426495,84855.82555334052,0
-1.5701749,1.5765629,1.8868355,-1.7491535,-1.4276268,3.222268,0.8859817,0.9972412161387711,18927.073816839125,1
-1.8619349,4.3122306,1.6961657,-0.117484696,-0.75468075,-0.36180156,2.5976765,0.11793342006701024,14690.821252412165,1
-2.587608,-3.9889858,-0.7561078,-1.84668,-3.3094664,1.5097145,0.99405074,0.7181111504620199,70963.13821242578,0
0.11282446,2.2432694,1.4438121,-1.9069753,-0.5466741,2.0204604,-0.2094659,0.9881765485921269,63356.096140284346,1
-0.46708578,1.6823523,3.2617257,-1.4030337,-0.25563914,1.6183726,2.284501,0.7412414428364035,13913.18832387682,1
0.27294138,0.54114354,-3.4390173,1.9242817,2.6463175,-2.1288385,1.6586912,0.8545005159414271,98103.09297488704,1
-4.1377497,-0.057063136,1.9782344,1.4100912,-3.6613233,-0.3425997,2.2424386,0.9459419565268331,83643.07879614606,0
0.98005784,-3.412549,-0.65014803,1.4511908,2.5227587,2.072741,-2.722018,0.046984719362454075,47770.99290599259,1
-2.3839173,-0.32124916,-2.7672138,-0.5096261,-2.1090765,2.7890394,-2.1498253,0.06851166756281524,14673.81134460391,0
-1.2209494,0.08720883,-2.2817419,-0.16001037,-0.4172747,2.1255336,-3.7706919,0.2945171086236189,5469.0444468716205,0
-1.8498734,-6.0851684,0.12218757,0.95097667,2.0656757,3.4547882,-4.5509,0.5283739119461538,96360.6256883118,1
3.512295,-0.71376437,-1.031308,-1.0221831,3.428059,0.90970755,0.54361016,0.7396960080720653,28444.560066542417,1
-4.4789734,2.4721508,1.1189735,-0.07211705,-0.38632712,-0.093187824,-0.5415776,0.9480008273815188,71060.6859550611,1
0.13925512,0.9645314,-2.5488696,0.2875833,-2.12579,-0.8552418,4.2462244,0.2262898896660459,61553.30273878958,0
-0.5010312,-1.4550557,-2.2504425,-6.2213864,0.44481805,-0.45079035,0.7373276,0.24572464455549103,-155.7502597651453,0
-3.4883244,-0.060143795,-0.2495185,-3.0094967,-2.8618646,2.0472786,1.8056161,0.865283743767029,34816.56644978486,1
-0.6870204,-2.3724542,-0.9050624,-3.3686042,-2.8573265,0.473107,1.3803823,0.13032110527744123,40231.13572611142,0
-0.05817108,0.11843924,-0.42342496,0.7354212,-0.71397644,-0.54262084,2.539597,0.450163936381097,96982.58419170004,0
-2.7790387,-2.7195015,-5.0500865,-1.7657921,-0.63910717,5.5272493,-2.3920832,0.9641793229610772,45032.9088473408,0
-2.5076532,-0.6170287,-3.3500407,1.1397952,-1.9482965,-1.1924673,4.4330697,0.5794805485911868,9590.755565227653,0
-3.5670757,-0.106994614,-0.8293942,0.19105624,-3.0120316,1.0475705,-2.0290935,0.7627320510390787,43336.65741100783,0
2.005513,-0.37208956,-2.9620633,0.18871777,1.6026452,0.21495174,1.1594408,0.14071225238498586,92988.20190945713,1
3.8629146,1.7011715,-3.1517558,2.5385766,3.4128232,-1.9029204,3.1696463,0.792076523449504,36581.21797017792,1
1.0471166,-3.413867,-2.292853,-1.2926111,0.5254712,2.9336946,-2.0829194,0.007452696309978468,33067.50346533865,0
-2.5570183,1.7802576,1.7156916,0.1826052,-2.026727,1.7525724,4.019214,0.4379514783385069,36149.339459872135,1
-3.6294992,-3.8740137,-0.98422426,-0.9188946,-1.2163249,2.5595217,-1.606737,0.11155538299386814,91965.62630406924,0
1.5626034,-1.0991281,-2.4448366,1.4870087,1.2992933,-5.783597,1.8153443,0.9775801395313019,66792.23006188839,0
1.9025875,1.1650544,-4.2317033,0.5989187,3.704604,-0.12141863,3.3527417,0.7648228369529716,90493.95761215765,1
1.5933567,-3.1080256,-0.95038635,-1.8946851,1.6716208,2.2084575,-1.2602614,0.515252977816309,79327.60983221933,1
-0.7029729,-2.2376184,-2.547037,1.301522,-1.4464935,-1.7926718,1.6956564,0.16514647015626938,11865.928974604882,0
